group,name,vers,desc,url,build
backdoor,ld-shatner,4.5c215c4,"ld-linux code injector.","https://github.com/sduverger/ld-shatner",1469904117
cracker,ldap-brute,21.acc06e3,"A semi fast tool to bruteforce values of LDAP injections over HTTP.","https://github.com/droope/ldap-brute",1483199437
recon,ldapenum,0.1,"Enumerate domain controllers using LDAP.","https://gobag.googlecode.com/svn-history/r2/trunk/ldap/ldapenum/",1456340438
misc,leo,5.6,"Literate programmer's editor, outliner, and project manager.","http://webpages.charter.net/edreamleo/front.html",1511101255
exploitation,leroy-jenkins,3.bdc3965,"A python tool that will allow remote execution of commands on a Jenkins server and its nodes.","https://github.com/captainhooligan/Leroy-Jenkins",1483199499
scanner,letmefuckit-scanner,3.f3be22b,"Scanner and Exploit Magento.","https://github.com/onthefrontline/LetMeFuckIt-Scanner",1483199507
scanner,leviathan,32.7b48188,"A mass audit toolkit which has wide range service discovery, brute force, SQL injection detection and running custom exploit capabilities.","https://github.com/leviathan-framework/leviathan",1508486684
cracker,levye,84.5406303,"A brute force tool which is support sshkey, vnckey, rdp, openvpn.","https://github.com/galkan/levye",1419586661
exploitation,lfi-autopwn,3.0,"A Perl script to try to gain code execution on a remote server via LFI","http://www.blackhatlibrary.net/Lfi_autopwn.pl",1388155660
webapp,lfi-exploiter,1.1,"This perl script leverages /proc/self/environ to attempt getting code execution out of a local file inclusion vulnerability..","http://packetstormsecurity.com/files/124332/LFI-Exploiter.1.html",1483201116
webapp,lfi-fuzzploit,1.1,"A simple tool to help in the fuzzing for, finding, and exploiting of local file inclusion vulnerabilities in Linux-based PHP applications.","http://packetstormsecurity.com/files/106912/LFI-Fuzzploit-Tool.1.html",1483201130
webapp,lfi-image-helper,0.8,"A simple script to infect images with PHP Backdoors for local file inclusion attacks.","http://packetstormsecurity.com/files/129871/LFI-Image-Helper.8.html",1484422407
scanner,lfi-scanner,4.0,"This is a simple perl script that enumerates local file inclusion attempts when given a specific target.","http://packetstormsecurity.com/files/102848/LFI-Scanner.0.html",1484422413
webapp,lfi-sploiter,1.0,"This tool helps you exploit LFI (Local File Inclusion) vulnerabilities. Post discovery, simply pass the affected URL and vulnerable parameter to this tool. You can also use this tool to scan a URL for LFI vulnerabilities.","http://packetstormsecurity.com/files/96056/Simple-Local-File-Inclusion-Exploiter.0.html",1484422421
webapp,lfifreak,21.0c6adef,"A unique automated LFi Exploiter with Bind/Reverse Shells.","https://github.com/OsandaMalith/LFiFreak/",1483201124
webapp,lfimap,6.0edee6d,"This script is used to take the highest beneficts of the local file include vulnerability in a webserver.","https://github.com/aepereyra/lfimap/",1497983137
scanner,lfisuite,77.5b2a215,"Totally Automatic LFI Exploiter (+ Reverse Shell) and Scanner.","https://github.com/D35m0nd142/LFISuite",1509265315
forensic,lfle,24.f28592c,"Recover event log entries from an image by heurisitically looking for record structures.","https://github.com/williballenthin/LfLe",1483201168
recon,lft,3.79,"A layer four traceroute implementing numerous other features.","http://pwhois.org/lft/",1491823341
recon,lhf,40.51568ee,"A modular recon tool for pentesting.","https://github.com/blindfuzzy/LHF",1503087625
,libbde,232.7621829,"A library to access the BitLocker Drive Encryption (BDE) format.","https://github.com/libyal/libbde",1516544070
,libbfio,264.3dcca61,"A library to provide basic file input/output abstraction.","https://github.com/libyal/libbfio",1516187101
,libbtbb,2017.03.R2,"A library to decode Bluetooth baseband packets, as produced by the Ubertooth and GR-Bluetooth projects.","https://github.com/greatscottgadgets/libbtbb/releases",1496518601
,libcli,1.9.7,"A shared library for including a Cisco-like command-line interface into other software.","https://github.com/dparrish/libcli",1391268708
,libdaq,2.0.6,"Data Acquisition library for packet I/O.","http://www.snort.org/",1516746843
disassembler,libdisasm,0.23,"A disassembler library.","http://bastard.sourceforge.net/libdisasm.html",1400928744
,libdnet-ipv6,1.12,"A simplified, portable interface to several low-level networking routines","http://code.google.com/p/libdnet/",1386432945
,libee,0.4.1,"Event expression library inspired by CEE.","http://www.libee.org/",1516796181
,libemu,571.ab48695,"A small library written in c offering basic x86 emulation and shellcode detection.","http://libemu.carnivore.it/",1405209702
,libestr,0.1.10,"Essentials for string handling (and a bit more).","http://libestr.adiscon.com/",1516796126
,libfastjson,0.99.8,"A performance-focused json library for C.","https://github.com/rsyslog/libfastjson",1516796455
,libfixbuf,1.8.0,"IPFIX Message Format Implementation.","http://aircert.sourceforge.net/fixbuf",1511101306
,libforensic1394,0.2,"An open source library for performing live memory forensics over the IEEE 1394 (FireWire) interface.","https://freddie.witherden.org/tools/libforensic1394/",1398636939
,liblognorm,2.0.4,"Log normalization library for rsyslog.","http://www.liblognorm.com/",1516796523
,libnfc,1.7.0_rc7,"The first free NFC SDK and Programmers API","http://www.libnfc.org/documentation/introduction",1386432914
,libowfat,0.30,"GPL reimplementation of libdjb.","http://www.fefe.de/libowfat/",1447015934
,libpcap.4,1.4.0,"A system-independent interface for user-level packet capture","http://www.tcpdump.org/",1393769822
,libpff,103.45978e5,"A library to access the Personal Folder File (PFF) and the Offline Folder File (OFF) format.","https://github.com/libyal/libpff",1518042190
,libpfm4,4.8.0,"Library to encode performance events for use by perf tool.","http://perfmon2.sourceforge.net/",1496518701
,libpjf,204.a6fb2f5,"A C library of data structures with tools (based on libasn).","https://github.com/pforemski/libpjf",1477736163
misc,libpst,0.6.71,"Outlook .pst file converter","http://www.five-ten-sg.com/libpst/",1514675776
,liburcu,0.10.0,"A userspace RCU (read-copy-update) library.","http://lttng.org/urcu/",1511101376
,libvidcap,0.2.1,"A cross-platform library for capturing video from webcams and other video capture devices.","http://libvidcap.sourceforge.net",1391268874
,libvshadow,121.54aee16,"A library to access the Volume Shadow Snapshot (VSS) format.","https://github.com/libyal/libvshadow",1517517460
webapp,liffy,65.8011cdd,"A Local File Inclusion Exploitation tool.","https://github.com/rotlogix/liffy",1439827402
,lightblue,0.4,"A cross-platform Bluetooth API for Python which provides simple access to Bluetooth operations","http://lightblue.sourceforge.net/",1401581695
webapp,lightbulb,65.ab49c32,"Python framework for auditing web applications firewalls.","https://github.com/lightbulb-framework/lightbulb-framework",1510504815
forensic,limeaide,178.d332e10,"Remotely dump RAM of a Linux client and create a volatility profile for later analysis on your local host.","https://github.com/kd8bny/LiMEaide",1520157635
scanner,linenum,32.c5a1316,"Scripted Local Linux Enumeration & Privilege Escalation Checks","https://github.com/rebootuser/LinEnum",1516661891
automation,linset,9.8746b1f,"Evil Twin Attack Bash script - An automated WPA/WPA2 hacker.","https://github.com/vk496/linset",1483201810
recon,linux-exploit-suggester,32.9db2f5a,"A Perl script that tries to suggest exploits based OS version number.","https://github.com/PenturaLabs/Linux_Exploit_Suggester",1483201814
recon,linux-exploit-suggester.sh,55.5213407,"Linux privilege escalation auditing tool.","https://github.com/mzet-/linux-exploit-suggester",1518978779
exploitation,lisa.py,42.dc4e241,"An Exploit Dev Swiss Army Knife.","https://github.com/ant4g0nist/lisa.py",1499167845
misc,list-urls,0.1,"Extracts links from webpage","http://www.whoppix.net",1483201831
scanner,littleblackbox,0.1.3,"Penetration testing tool, search in a collection of thousands of private SSL keys extracted from various embedded devices.","http://code.google.com/p/littleblackbox/wiki/FAQ",1402250618
debugger,lldb,5.0.1,"Next generation, high-performance debugger","http://lldb.llvm.org/",1516692035
binary,loadlibrary,35.45296de,"Porting Windows Dynamic Link Libraries to Linux.","https://github.com/taviso/loadlibrary",1512638430
scanner,locasploit,117.fa48151,"Local enumeration and exploitation framework.","https://github.com/lightfaith/locasploit",1503087652
cracker,lodowep,1.2.1,"Lodowep is a tool for analyzing password strength of accounts on a Lotus Domino webserver system.","http://www.cqure.net/wp/lodowep/",1483201843
,log4cxx,0.10.0,"A C++ port of Log4j.","http://logging.apache.org/log4cxx",1457690139
keylogger,logkeys,0.1.1a,"Simple keylogger supporting also USB keyboards.","http://logkeys.googlecode.com/",1393892614
networking,loic,2.9.9.99,"An open source network stress tool for Windows.","https://github.com/NewEraCracker/LOIC",1508487800
,loki,0.3.0_r501,"Python based framework implementing many packet generation and attack modules for Layer 2 and 3 protocols.","http://c0decafe.de/loki.html",1447016547
recon,loot,51.656fb85,"Sensitive information extraction tool.","https://github.com/GuerrillaWarfare/Loot",1439827586
wireless,lorcon,2.0.0.20091101,"Generic library for injecting 802.11 frames","http://802.11ninja.net/",1443980102
,lorcon-old,1.0825ec0,"Create what libradiate could have been: A generic library for injecting 802.11 frames, capable of injection via multiple driver frameworks, without forcing modification of the application code, old API version.","http://802.11ninja.net/lorcon/",1484338019
defensive,lorg,96.3960fa7,"Apache Logfile Security Analyzer.","https://github.com/jensvoid/lorg",1491682240
scanner,lotophagi,0.1,"a relatively compact Perl script designed to scan remote hosts for default (or common) Lotus NSF and BOX databases.","http://packetstormsecurity.com/files/55250/lotophagi.rar.html",1483201849
spoof,lsrtunnel,0.2,"Spoofs connections using source routed packets.","http://www.synacklabs.net/projects/lsrtunnel/",1432587304
scanner,lte-cell-scanner,57.5fa3df8,"LTE SDR cell scanner optimized to work with very low performance RF front ends (8bit A/D, 20dB noise figure).","https://github.com/Evrytania/LTE-Cell-Scanner",1424442501
crypto,luksipc,0.01,"A tool to convert unencrypted block devices to encrypted LUKS devices in-place.","http://www.johannes-bauer.com/linux/luksipc",1398695082
scanner,lunar,558.6e9c89e,"A UNIX security auditing tool based on several security frameworks.","https://github.com/lateralblast/lunar",1514375755
decompiler,luyten,0.5.3,"An Open Source Java Decompiler Gui for Procyon.","https://github.com/deathmarine/Luyten",1496518737
scanner,lynis,2.6.2,"Security and system auditing tool to harden Unix/Linux systems","https://cisofy.com/lynis/",1518986967
forensic,mac-robber,1.02,"A digital investigation tool that collects data from allocated files in a mounted file system.","http://www.sleuthkit.org/mac-robber/download.php",1397222190
networking,macchanger,1.7.0,"A small utility to change your NIC's MAC address","http://www.gnu.org/software/macchanger",1461873727
recon,machinae,70.0f4dc7c,"A tool for collecting intelligence from public sites/feeds about various security-related pieces of data.","https://github.com/HurricaneLabs/machinae",1498514742
networking,maclookup,0.4,"Lookup MAC addresses in the IEEE MA-L/OUI public listing.","https://github.com/paraxor/maclookup",1483202322
webapp,magescan,1.12.7,"Scan a Magento site for information.","https://github.com/steverobbins/magescan",1511102685
forensic,magicrescue,1.1.9,"Find and recover deleted files on block devices","http://freshmeat.net/projects/magicrescue/",1388155654
misc,magictree,1.3,"A penetration tester productivity tool designed to allow easy and straightforward data consolidation, querying, external command execution and report generation","http://www.gremwell.com",1483202416
recon,mail-crawl,0.1,"Tool to harvest emails from website.","https://raw.githubusercontent.com/galkan/tools/master/mail-crawl/",1492957008
forensic,make-pdf,0.1.7,"This tool will embed javascript inside a PDF document.","http://blog.didierstevens.com/programs/pdf-tools/",1493765041
networking,maketh,0.2.0,"A packet generator that supports forging ARP, IP, TCP, UDP, ICMP and the ethernet header as well.","https://packetstormsecurity.com/files/83892/Maketh-Packet-Generator.2.0.html",1483202443
-malware,malboxes,314.228e02a,"Builds malware analysis Windows VMs so that you don't have to.",,1516886630
